"Specie","Author1","Author2"
"Inga paraensis","Ducke",NA
"Inga punctata","Willd.",NA
"Inga rubiginosa","(Rich.) DC.",NA
"Inga ruiziana","G.Don",NA
"Inga sapindoides","Willd.",NA
"Inga sertulifera","DC.",NA
"Inga setosa","G.Don",NA
"Inga splendens","Willd.",NA
"Inga stenoptera","Benth.",NA
"Inga stipulacea","G.Don",NA
"Inga stipularis","DC.",NA
"Inga striata","Benth.",NA
"Inga suaveolens","Ducke",NA
"Inga tenuistipula","Ducke",NA
"Inga thibaudiana","DC.",NA
"Inga thibaudiana subsp. thibaudiana","DC.",NA
"Inga tomentosa","Benth.",NA
"Inga umbellifera","(Vahl) DC.",NA
"Inga umbratica","Poepp. & Endl.",NA
"Inga vera","Willd.",NA
"Inga vera subsp. affinis","Willd.","(DC.) T.D.Penn."
"Inga virescens","Benth.",NA
"Inga vismiifolia","Poepp. & Endl.",NA
"Inga yacoana","J.F.Macbr.",NA
"Inga yasuniana","T.D.Penn.",NA
"Lecointea",NA,NA
"Lecointea amazonica","Ducke",NA
"Lecointea peruviana","J.F.Macbr.",NA
"Leucaena",NA,NA
"Leucaena leucocephala","(Lam.) de Wit",NA
"Lonchocarpus cultratus","(Vell.) A.M.G.Azevedo & H.C.Lima",NA
"Machaerium",NA,NA
"Machaerium amplum","Benth.",NA
"Machaerium aureiflorum","Ducke",NA
"Machaerium hirtum","(Vell.) Stellfeld",NA
"Machaerium huanucoense","Rudd",NA
"Machaerium kegelii","Meisn.",NA
"Machaerium leiophyllum","(DC.) Benth.",NA
"Machaerium leiophyllum var. leiophyllum","(DC.) Benth.",NA
"Machaerium tortipes","Hoehne",NA
"Macrolobium",NA,NA
"Macrolobium bifolium","(Aubl.) Pers.",NA
"Macrolobium campestre","Huber",NA
"Macrolobium gracile","Spruce ex Benth.",NA
"Macrolobium limbatum","Spruce ex Benth.",NA
"Macrolobium microcalyx","Ducke",NA
"Macrolobium microcalyx var. minimum","Ducke","R.S.Cowan"
"Macrosamanea",NA,NA
"Macrosamanea pubiramea","(Steud.) Barneby & J.W.Grimes",NA
"Zygia",NA,NA
"Zygia ramiflora","(Benth.) Barneby & J.W.Grimes",NA
"Martiodendron",NA,NA
"Martiodendron elatum","(Ducke) Gleason",NA
"Mimosa",NA,NA
"Mimosa camporum","Benth.",NA
"Mimosa guilandinae","(DC.) Barneby",NA
"Mimosa pigra","L.",NA
"Mimosa pigra var. pigra","L.",NA
"Mimosa rufescens","Benth.",NA
"Mimosa rufescens var. rufescens","Benth.",NA
"Mimosa setosa","Benth.",NA
"Mimosa velloziana","Mart.",NA
"Mimosa xanthocentra","Mart.",NA
"Mucuna",NA,NA
"Mucuna rostrata","Benth.",NA
"Myroxylon",NA,NA
"Myroxylon balsamum","(L.) Harms",NA
"Nissolia",NA,NA
"Nissolia fruticosa","Jacq.",NA
"Ormosia",NA,NA
"Ormosia coccinea","Jacks.",NA
"Ormosia elata","Rudd",NA
"Ormosia grandiflora","(Tul.) Rudd",NA
"Ormosia smithii","Rudd",NA
"Parkia",NA,NA
"Parkia multijuga","Benth.",NA
"Parkia nitida","Miq.",NA
"Parkia panurensis","Benth. ex H.C.Hopkins",NA
"Parkia pendula","(Willd.) Benth. ex Walp.",NA
"Parkia reticulata","Ducke",NA
"Platymiscium",NA,NA
"Platymiscium pinnatum","(Jacq.) Dugand",NA
"Platymiscium pinnatum var. ulei","(Jacq.) Dugand","(Harms) Klitg."
"Platycyamus",NA,NA
"Platycyamus ulei","Harms",NA
"Platymiscium pubescens","Micheli",NA
"Platymiscium pubescens subsp. fragrans","Micheli","(Rusby) Klitg."
"Platymiscium stipulare","Benth.",NA
"Platypodium",NA,NA
"Platypodium elegans","Vogel",NA
"Poecilanthe",NA,NA
"Poeppigia",NA,NA
"Poeppigia procera","C.Presl",NA
"Pseudopiptadenia",NA,NA
"Pseudopiptadenia psilostachya","(DC.) G.P.Lewis & M.P.Lima",NA
"Pseudopiptadenia suaveolens","(Miq.) J.W.Grimes",NA
"Pterocarpus",NA,NA
"Pterocarpus amazonum","(Benth.) Amshoff",NA
"Pterocarpus officinalis","Jacq.",NA
"Pterocarpus rohrii","Vahl",NA
"Rhynchosia",NA,NA
"Rhynchosia phaseoloides","(Sw.) DC.",NA
"Samanea",NA,NA
"Samanea saman","(Jacq.) Merr.",NA
"Samanea tubulosa","(Benth.) Barneby & J.W.Grimes",NA
"Schizolobium",NA,NA
"Schizolobium parahyba","(Vell.) Blake",NA
"Schizolobium parahyba var. amazonicum","(Vell.) Blake","(Huber ex Ducke) Barneby"
"Senna",NA,NA
"Senna fruticosa","(Mill.) H.S.Irwin & Barneby",NA
"Senna hirsuta","(L.) H.S.Irwin & Barneby",NA
"Senna hirsuta var. hirta","(L.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna latifolia","(G.Mey.) H.S.Irwin & Barneby",NA
"Senna macrophylla","(Kunth) H.S.Irwin & Barneby",NA
"Senna macrophylla var. gigantifolia","(Kunth) H.S.Irwin & Barneby","(Britton & Killip) H.S.Irwin & Barneby"
"Senna multijuga","(Rich.) H.S.Irwin & Barneby",NA
"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA
"Senna occidentalis","(L.) Link",NA
"Senna pendula","(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby",NA
"Senna pendula var. pendula","(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby",NA
"Senna pendula var. praeandina","(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna quinquangulata","(Rich.) H.S.Irwin & Barneby",NA
"Senna reticulata","(Willd.) H.S.Irwin & Barneby",NA
"Senna ruiziana","(G.Don) H.S.Irwin & Barneby",NA
"Senna ruiziana var. ruiziana","(G.Don) H.S.Irwin & Barneby",NA
"Senna silvestris","(Vell.) H.S.Irwin & Barneby",NA
"Senna spectabilis","(DC.) H.S.Irwin & Barneby",NA
"Senna tapajozensis","(Ducke) H.S.Irwin & Barneby",NA
"Stryphnodendron",NA,NA
"Stryphnodendron duckeanum","Occhioni",NA
"Stryphnodendron microstachyum","Poepp. & Endl.",NA
"Stryphnodendron pulcherrimum","(Willd.) Hochr.",NA
"Swartzia",NA,NA
"Swartzia acreana","R.S.Cowan",NA
"Swartzia apetala","Raddi",NA
"Swartzia arborescens","(Aubl.) Pittier",NA
"Swartzia calva","R.S.Cowan",NA
"Swartzia gracilis","Pipoly & Rudas",NA
"Swartzia jorori","Harms",NA
"Swartzia laevicarpa","Amshoff",NA
"Swartzia laxiflora","Bong. ex Benth.",NA
"Swartzia myrtifolia","Sm.",NA
"Swartzia oraria","R.S.Cowan",NA
"Swartzia pendula","Spruce ex Benth.",NA
"Swartzia simplex","(Sw.) Spreng.",NA
"Swartzia tessmannii","Harms",NA
"Tachigali",NA,NA
"Tachigali formicarum","Harms",NA
"Tachigali paniculata","Aubl.",NA
"Tamarindus",NA,NA
"Tamarindus indica","L.",NA
"Taralea",NA,NA
"Taralea oppositifolia","Aubl.",NA
"Tephrosia",NA,NA
"Tipuana",NA,NA
"Tipuana tipu","(Benth.) Kuntze",NA
"Vatairea",NA,NA
"Vatairea fusca","(Ducke) Ducke",NA
"Zapoteca",NA,NA
"Zapoteca amazonica","(Benth.) H.M.Hern.",NA
"Zapoteca portoricensis","Jacq.",NA
"Zapoteca portoricensis subsp. flavida","Jacq.","(Urb.) H.M.Hern."
"Zornia",NA,NA
"Zornia glabra","Desv.",NA
"Zygia cataractae","(Kunth) L.Rico",NA
"Zygia coccinea","(G.Don) L.Rico",NA
"Zygia coccinea var. coccinea","(G.Don) L.Rico",NA
"Zygia coccinea var. macrophylla","(G.Don) L.Rico","(Benth.) Barneby & J.W.Grimes"
"Zygia inaequalis","(Willd.) Pittier",NA
"Zygia juruana","(Harms) L.Rico",NA
"Zygia latifolia","(L.) Fawc. & Rendle",NA
"Zygia latifolia var. communis","(L.) Fawc. & Rendle","Barneby & J.W.Grimes"
"Zygia longifolia","(Willd.) Britton & Rose",NA
"Bauhinia catingae","Harms",NA
"Calliandra fasciculata","Benth.",NA
"Calliandra iligna","Barneby",NA
"Harpalyce lanata","L.P.Queiroz",NA
"Mimosa antrorsa","Benth.",NA
"Mimosa minarum","Barneby",NA
"Trischidium decipiens","(R.S.Cowan) H.E.Ireland",NA
"Bauhinia acuruana","Moric.",NA
"Bauhinia caloneura","Malme",NA
"Bauhinia campestris","Malme",NA
"Bauhinia candelabriformis","R.S.Cowan",NA
"Bauhinia curvula","Benth.",NA
"Bauhinia dumosa","Benth.",NA
"Bauhinia dumosa var. dumosa","Benth.",NA
"Bauhinia dumosa var. viscidula","Benth.","(Harms) Vaz & R.Marquete"
"Bauhinia gardneri","Benth.",NA
"Bauhinia goyazensis","Harms",NA
"Bauhinia lamprophylla","Harms",NA
"Bauhinia leptantha","Malme",NA
"Bauhinia malacotricha","Harms",NA
"Bauhinia malacotrichoides","R.S.Cowan",NA
"Bauhinia marginata","(Bong.) Steud.",NA
"Bauhinia membranacea","Benth.",NA
"Bauhinia mollis","(Bong.) D.Dietr.",NA
"Bauhinia pentandra","(Bong.) D.Dietr.",NA
"Bauhinia platyphylla","Benth.",NA
"Bauhinia smilacifolia","Burch. ex Benth.",NA
"Bauhinia subclavata","Benth.",NA
"Cassia ferruginea var. ferruginea","(Schrad.) Schrad. ex DC.",NA
"Chamaecrista acosmifolia","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista acosmifolia var. acosmifolia","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista acosmifolia var. oropedii","(Mart. ex Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista adenophylla","(Taub.) H.S.Irwin & Barneby",NA
"Chamaecrista altoana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista amiciella","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista anamariae","Conc. et al.",NA
"Chamaecrista anceps","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista andersonii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista andromedea","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista aristata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista astrochiton","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista auris-zerdae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista aurivilla","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista axilliflora","H.S.Irwin & Barneby",NA
"Chamaecrista azulana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista basifolia","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista benthamii","(Ghesq.) H.S.Irwin & Barneby",NA
"Chamaecrista benthamiana","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista bifoliola","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista botryoides","Conc. et al.",NA
"Chamaecrista boyanii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista brachyblepharis","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista brachyrachis","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista bracteolata","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista brevicalyx","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista brevicalyx var. brevicalyx","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista brevicalyx var. elliptica","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista burchellii","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista caespitosa","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista caiapo","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista campicola","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista cardiostegia","H.S.Irwin & Barneby",NA
"Chamaecrista caspariifolia","Barneby",NA
"Chamaecrista cathartica","(Mart.) H.S.Irwin & Barneby",NA
"Chamaecrista cathartica var. cathartica","(Mart.) H.S.Irwin & Barneby",NA
"Chamaecrista cathartica var. paucijuga","(Mart.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista catiarae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista catolesensis","Conc. et al.",NA
"Chamaecrista cavalcantina","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista celiae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista centiflora","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista chaetostegia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista chaetostegia var. chaetostegia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista chapadae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista choriophylla","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista chrysosepala","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista ciliolata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista cinerascens","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista cipoana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista claussenii","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista claussenii var. claussenii","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista claussenii var. cyclophylla","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista claussenii var. megacycla","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista conferta","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista conferta var. conferta","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista conferta var. machrisiana","(Benth.) H.S.Irwin & Barneby","(Cowan) H.S.Irwin & Barneby"
"Chamaecrista conferta var. simulans","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista conferta var. virgata","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista coradinii","H.S. Irwin & Barneby",NA
"Chamaecrista cordistipula","(Mart.) H.S.Irwin & Barneby",NA
"Chamaecrista cotinifolia","(G.Don) H.S.Irwin & Barneby",NA
"Chamaecrista crenulata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista cristalinae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista crommyotricha","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista cytisoides","(DC. ex Collad.) H.S.Irwin & Barneby",NA
"Chamaecrista dalbergiifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista dawsonii","(R.S.Cowan) H.S.Irwin & Barneby",NA
"Chamaecrista debilis","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista decrescens","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista decumbens","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista deltoidea","Hervencio & L.P.Queiroz",NA
"Chamaecrista densifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista depauperata","Conc. et al.",NA
"Chamaecrista desertorum","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista desvauxii var. chapadicola","(Collad.) Killip","H.S.Irwin & Barneby"
"Chamaecrista desvauxii var. circumdata","(Collad.) Killip","H.S.Irwin & Barneby"
"Chamaecrista desvauxii var. desvauxii","(Collad.) Killip",NA
"Chamaecrista desvauxii var. graminea","(Collad.) Killip","H.S.Irwin & Barneby"
"Chamaecrista desvauxii var. latistipula","(Collad.) Killip","(Benth.) G.P.Lewis"
"Chamaecrista desvauxii var. malacophylla","(Collad.) Killip","(Vogel) H.S.Irwin & Barneby"
"Chamaecrista distichoclada","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista echinocarpa","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista elachistophylla","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista ensiformis var. ensiformis","(Vell.) H.S.Irwin & Barneby",NA
"Chamaecrista exsudans","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista fagonioides var. fagonioides","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista fagonioides var. macrocalyx","(Vogel) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista feliciana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista filicifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista fodinarum","H.S.Irwin & Barneby",NA
"Chamaecrista foederalis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista fragilis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista fulgida","Barneby",NA
"Chamaecrista geminata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista gilliesii","(Glaz. ex Harms) H.S.Irwin & Barneby",NA
"Chamaecrista glaucofilix","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista gonoclada","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista gumminans","H.S.Irwin & Barneby",NA
"Chamaecrista gymnothyrsa","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista harmsiana","H.S.Irwin & Barneby",NA
"Chamaecrista hatschbachii","H.S.Irwin & Barneby",NA
"Chamaecrista hedysaroides","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista huntii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista huntii var. correntina","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista huntii var. huntii","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista imbricans","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista incana","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista incurvata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista incurvata var. incurvata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista isidorea","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista itambana","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista ixodes","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista jacobinea","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista juruenensis","(Hoehne) H.S.Irwin & Barneby",NA
"Chamaecrista labouriaeae","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista lagotois","H.S.Irwin & Barneby",NA
"Chamaecrista lamprosperma","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista lavradiiflora","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista lavradioides","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista lentiscifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista leucopilis","(Glaz. ex Harms) H.S.Irwin & Barneby",NA
"Chamaecrista linearifolia","(G.Don) H.S.Irwin & Barneby",NA
"Chamaecrista linearifolia var. bradei","(G.Don) H.S.Irwin & Barneby","(Ekman ex Harms) H.S.Irwin & Barneby"
"Chamaecrista linearifolia var. latifolia","(G.Don) H.S.Irwin & Barneby","Barneby"
"Chamaecrista linearifolia var. linearifolia","(G.Don) H.S.Irwin & Barneby",NA
"Chamaecrista lomatopoda","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista longicuspis","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista lundii","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista macedoi","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista machaeriifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista microsenna","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista mollicaulis","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista mucronata","(Spreng.) H.S.Irwin & Barneby",NA
"Chamaecrista multinervia","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista nanodes","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista neesiana","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista neesiana var. goyazensis","(Mart. ex Benth.) H.S.Irwin & Barneby","(Taub.) H.S.Irwin & Barneby"
"Chamaecrista neesiana var. laxiracemosa","(Mart. ex Benth.) H.S.Irwin & Barneby","(Harms) H.S.Irwin & Barneby"
"Chamaecrista neesiana var. neesiana","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista neesiana var. subnitida","(Mart. ex Benth.) H.S.Irwin & Barneby","(Taub.) H.S.Irwin & Barneby"
"Chamaecrista nictitans subsp. brachypoda","(L.) Moench","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista nictitans subsp. disadena","(L.) Moench","(Steud.) H.S.Irwin & Barneby"
"Chamaecrista nictitans subsp. patellaria","(L.) Moench","(DC. ex Collad.) H.S.Irwin & Barneby"
"Chamaecrista nuda","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista nummulariifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista obtecta","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista ochnacea","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista ochnacea var. latifolia","(Vogel) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista ochnacea var. ochnacea","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista ochnacea var. purpurascens","(Vogel) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista ochnacea var. speluncae","(Vogel) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista ochrosperma","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista olesiphylla","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista oligosperma","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista orbiculata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista orbiculata var. cercidifolia","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista orbiculata var. orbiculata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista orbiculata var. trichothyrsus","(Benth.) H.S.Irwin & Barneby","(Harms) H.S.Irwin & Barneby"
"Chamaecrista orbiculata var. ustulata","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista pachyclada","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista paniculata","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista paraunana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista philippi","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista pilosa","(L.) Greene",NA
"Chamaecrista pilosa var. luxurians","(L.) Greene","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista planaltoana","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista planifolia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista pohliana","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista polita","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista polymorpha","(Glaz. ex Harms) H.S.Irwin & Barneby",NA
"Chamaecrista potentilla","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista potentilla var. potentilla","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista psoraleopsis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista punctata","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista punctulifera","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista ramosa var. erythrocalyx","(Vogel) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista ramosa var. parvifoliola","(Vogel) H.S.Irwin & Barneby","(H.S.Irwin) H.S.Irwin & Barneby"
"Chamaecrista repens var. repens","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista rigidifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista rigidifolia var. rigidifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista rigidifolia var. veadeirana","(Benth.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista roncadorensis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista roraimae","(Benth.) Gleason",NA
"Chamaecrista rotundata var. rotundata","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista rugosula","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista rupestrium","H.S.Irwin & Barneby",NA
"Chamaecrista scabra","(Pohl ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista secunda","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista semaphora","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista serpens var. grandiflora","(L.) Greene","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista serpens var. serpens","(L.) Greene",NA
"Chamaecrista seticrenata","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista setosa var. detonsa","(Vogel) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Chamaecrista setosa var. setosa","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista setosa var. subsetosa","(Vogel) H.S.Irwin & Barneby","(Malme) H.S.Irwin & Barneby"
"Chamaecrista sincorana","(Harms) H.S.Irwin & Barneby",NA
"Chamaecrista sophoroides","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista souzana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista speciosa","Conc. et al.",NA
"Chamaecrista spinulosa","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista stillifera","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista strictula","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista subdecrescens","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista tephrosiifolia","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista trachycarpa","(Vogel) H.S.Irwin & Barneby",NA
"Chamaecrista tragacanthoides","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista tragacanthoides var. rasa","(Mart. ex Benth.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Chamaecrista tragacanthoides var. tragacanthoides","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista ulmea","H.S.Irwin & Barneby",NA
"Chamaecrista urophyllidia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
